date,RSV Detections,RSV Tests,Surveillance Year,Week ending Code ,temp_c,vapor_pressure_hpa
2011-12-17,1795,10211,1112,1150,4.005048982667671,6.023805138013396
2011-12-24,2152,10805,1112,1151,3.5117289797737783,5.73843838602374
2011-12-31,2767,12028,1112,1152,4.540020118429832,5.673804159319992
2012-01-07,2767,12248,1112,1201,2.872979176460828,4.523812479617209
2012-01-14,2418,11541,1112,1202,1.3667908902691512,4.400676204146738
2012-01-21,2588,11839,1112,1203,0.6952986587431619,4.408416188338919
2012-01-28,2896,12240,1112,1204,3.936672758487013,5.589236802765836
2012-02-04,2868,12833,1112,1205,5.108530020703934,5.923395047177727
2012-02-11,3029,13374,1112,1206,1.0867487507936946,4.378533159063971
2012-02-18,2945,13507,1112,1207,3.881390468827655,5.701057874892991
2012-02-25,2876,13909,1112,1208,5.328959313361393,5.538849712660986
2012-03-03,2756,13614,1112,1209,5.750110047320348,5.953712674522886
2012-03-10,2329,13161,1112,1210,7.41238845144357,5.781165522981596
2012-03-17,2144,12917,1112,1211,13.98678658855241,10.38247998018525
2012-03-24,1611,11563,1112,1212,14.102413878426304,10.7947563528033
2012-03-31,1286,10449,1112,1213,12.7344858937624,8.856147812067992
2012-04-07,1013,9813,1112,1214,11.986774929244636,7.73595590075806
2012-04-14,737,8954,1112,1215,12.505721201452303,8.15605215846914
2012-04-21,657,8430,1112,1216,14.132124779929578,10.133060189086526
2012-04-28,420,7677,1112,1217,14.236494657500206,9.346316911579924
2012-05-05,293,6605,1112,1218,17.731121110896392,13.486918971738694
2012-05-12,269,5943,1112,1219,16.521141567591368,11.167705442571611
2012-05-19,206,5711,1112,1220,19.499818416925745,12.4869772376066
2012-05-26,188,5539,1112,1221,20.40784906905751,14.89972499700494
2012-06-02,163,4726,1112,1222,20.12395618308425,14.257212591366551
2012-06-09,125,4711,1112,1223,20.73860440800154,14.495204027543863
2012-06-16,93,4324,1112,1224,21.90636623748212,15.61239781579298
2012-06-23,91,4050,1112,1225,24.208547220842306,17.426785513636272
2012-06-30,75,3458,1112,1226,25.39570432899231,17.192691406742483
2012-07-07,67,3117,1213,1227,26.48943401435671,20.08488193615413
2012-07-14,69,3240,1213,1228,25.117531807315,19.607231977141748
2012-07-21,73,3293,1213,1229,25.77263498683056,20.559580951586547
2012-07-28,69,3254,1213,1230,25.87552470666006,20.30226067121908
2012-08-04,86,2894,1213,1231,25.62225171422252,20.29771760022837
2012-08-11,116,3589,1213,1232,24.441968410279102,18.96912965362805
2012-08-18,118,3842,1213,1233,22.907561911598247,17.63287477058806
2012-08-25,145,4116,1213,1234,22.858505947924467,17.255568184377076
2012-09-01,172,4481,1213,1235,24.06108705843421,18.347978781879128
